"ID";"Q1:IncomeDiff";"Q2:GayAdoption";"Q3:NuclearPow";"Q4:ChildAlw";"Q5:SeniorCare";"Q6:RetireAge";"Q7:ExtWCareer";"Q8:BendIndex";"Q9:CutPblExpend";"Q10:GreekDebt";"Q11:TransacTax";"Q12:TaxInc";"Q13:TaxDeduc";"Q14:MortDeduc";"Q15:RealEstTax";"Q16:Conscript";"Q17:NATO";"Q18:HumRight";"Q19:LandOwn";"Q20:DvlAid";"Q22:Guns";"Q23:VolDomLng";"Q24:Suvivirsi";"Q25:Immigration";"Q26:SaimaaSeal";"Q27:MunOutsource";"Q28:MunNb";"Q29:CptRegMerger";"Q30:EqlTransfer";"CountAnsw";"Q21:Fb:Bolivia";"Q21:Fb:Brasilia";"Q21:Fb:UK";"Q21:Fb:Spain";"Q21:Fb:Ghana";"Q21:Fb:India";"Q21:Fb:Iran";"Q21:Fb:Island";"Q21:Fb:Israel";"Q21:Fb:Italy";"Q21:Fb:Canada";"Q21:Fb:China";"Q21:Fb:Cuba";"Q21:Fb:Norway";"Q21:Fb:Poland";"Q21:Fb:France";"Q21:Fb:Sweden";"Q21:Fb:Germany";"Q21:Fb:Tanzania";"Q21:Fb:Danemark";"Q21:Fb:Tunisia";"Q21:Fb:Turkey";"Q21:Fb:Russia";"Q21:Fb:Estonia";"Q21:Fb:USA";"CountQ21:Fb";"Q31:GvtPrt:IPU";"Q31:GvtPrt:KES";"Q31:GvtPrt:KOK";"Q31:GvtPrt:KA";"Q31:GvtPrt:KD";"Q31:GvtPrt:KTP";"Q31:GvtPrt:M2011";"Q31:GvtPrt:PS";"Q31:GvtPrt:PIR";"Q31:GvtPrt:RKP";"Q31:GvtPrt:SDP";"Q31:GvtPrt:SEN";"Q31:GvtPrt:SKP";"Q31:GvtPrt:STP";"Q31:GvtPrt:VP";"Q31:GvtPrt:VAS";"Q31:GvtPrt:VIHR";"CountQ31:GvtPrt";"W1:IncomeDiff";"W2:GayAdoption";"W3:NuclearPow";"W4:ChildAlw";"W5:SeniorCare";"W6:RetireAge";"W7:ExtWCareer";"W8:BendIndex";"W9:CutPblExpend";"W10:GreekDebt";"W11:TransacTax";"W12:TaxInc";"W13:TaxDeduc";"W14:MortDeduc";"W15:RealEstTax";"W16:Conscript";"W17:NATO";"W18:HumRight";"W19:LandOwn";"W20:DvlAid";"W21:FBCountry";"W22:Guns";"W23:VolDomLng";"W24:Suvivirsi";"W25:Immigration";"W26:SaimaaSeal";"W27:MunOutsource";"W28:MunNb";"W29:CptRegMerger";"W30:EqlTransfer";"W31:GvtPrt";"CountNegW";"CountPosW"
"Karhu Petri";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kari Emma";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"RemAllowance";"Keep";"RedMilitary";"Support";"YesAlways";"CapIncome";"HouseHDed";"RemGrad";"1";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"1";"YesIfOpt";"TooStrict";"WNetBandAndBuild";"NoInc";"0";"NewCouncil";"LessEq";29;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;0;-1;0;0;2;4
"Karimaki Johanna";"ReducSlight";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncomePrior";"RedMilitary";"FinInterest";"YesIfOther";"Capital";"EmpBenDed";"Keep";"0";"Keep";"NotSoon";"YesWithEU";"ResRussian";"Keep";"Keep";"0";"YesTrad";"Fine";"WNetBan";"NoInc";"230";"VoluntCoop";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;-1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;5
"Karjalainen Jorma";"Approp";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Fifty";"CutBusiness";"FinInterest";"YesIfOther";"NotAny";"EmpBenDed";"Keep";"0";"Keep";"Never";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"NoneOfThese";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;0;-1;-1;0;0;0;0;0;0;-1;0;0;4;5
"Kasvi Jyrki";"ReducSlight";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"CutBusiness";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"1";"Select";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesIfOpt";"Fine";"LocNetBan";"NoInc";"0";"NewCouncil";"LessEq";29;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;0;1;0;-1;0;0;1;0;1;0;0;0;0;0;0;0;0;-1;0;0;-1;0;1;0;0;0;1;-1;4;7
"Kauhanen Mari";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kauppinen Sirpa (Siru)";"ReducSlight";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"FinInterest";"YesIfOther";"Energy";"UnionFees";"Keep";"0";"Select";"NotSoon";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"1";"YesIfOpt";"Fine";"LocNetBan";"IncAndLearn";"230";"NewCouncil";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"Kekki Noora";"ReducMuch";"1";"0";"NoImpact";"Yes";"NA";"NA";"NA";"RedMilitary";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kela Juhani";"ReducMuch";"1";"0";"NoImpact";"Yes";"Reduce";"NotAny";"PricePrior";"Other";"SuppWasMstk";"YesIfOther";"CapIncome";"EmpBenDed";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"NoInc";"170";"NewCouncil";"MoreEq";29;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
"Kemppainen Marika";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"PricePrior";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"UnionFees";"Keep";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"Keep";"1";"YesTrad";"TooStrict";"LocNetBan";"NoneOfThese";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;11
"Keranen Miikka";"ReducMuch";"1";"0";"Adjust";"Yes";"RaiseByOne";"NotAny";"IncSligh";"NoCut";"FinInterest";"YesAlways";"CapIncome";"NoneOfThese";"Keep";"0";"Volunteer";"NotSoon";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"1";"YesIfOpt";"TooLoose";"LocNetBan";"NoInc";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Kilpala Minna";"ReducMuch";"1";"0";"Remove";"Yes";"Reduce";"NotAny";"Keep";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"Keep";"0";"Volunteer";"Never";"YesHumRight";"ResRussian";"Keep";"BanHandG";"1";"0";"TooStrict";"LocNetBan";"NoneOfThese";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;2
"Kivi Inka";"ReducMuch";"1";"0";"NoImpact";"Yes";"Reduce";"NotAny";"Fifty";"NoCut";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"Never";"YesHumRight";"ResRussian";"GrowMod";"BanHomeStrg";"0";"YesIfOpt";"TooStrict";"LocNetBan";"NoInc";"230";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;1;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
"Korteniemi Matti";"ReducMuch";"1";"0";"Remove";"Yes";"Keep";"RemAllowance";"Keep";"CutBusiness";"FinInterest";"YesAlways";"CapIncome";"UnionFees";"RemGrad";"1";"Volunteer";"YesSoon";"YesWithEU";"ResRussian";"GrowMod";"BanHandG";"1";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"170";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Koskimies Riitta";"ReducSlight";"1";"0";"Keep";"NoRecommend";"RaiseByOne";"IncAge";"PricePrior";"Other";"FinInterest";"YesIfOther";"Energy";"UnionFees";"RemGrad";"0";"Select";"NotSoon";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"0";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-1;1;0;0;1;1;0;1;0;0;0;0;-1;-1;0;0;0;-1;0;0;0;0;0;1;0;0;1;0;0;0;4;7
"Kostilainen Anniina";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesAlways";"Energy";"TFHomeSeller";"RemGrad";"0";"Volunteer";"Never";"YesHumRight";"ResRussian";"Keep";"Keep";"0";"YesTrad";"Fine";"LocNetBan";"NoInc";"230";"NewCouncil";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;0;-1;6;3
"Kosunen Marko";"ReducMuch";"1";"0";"Adjust";"Yes";"Keep";"RemAllowance";"Fifty";"CutAgri";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"0";"FemAlso";"Never";"YesWithEU";"ResRussian";"Keep";"BanHandG";"1";"YesIfOpt";"Fine";"WNetBan";"NoInc";"0";"Must";"RemEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-1;4;1
"Kousa Tuuli";"ReducSlight";"1";"0";"Keep";"Yes";"Keep";"NotAny";"Keep";"RedMilitary";"FinInterest";"YesIfOther";"Energy";"NoneOfThese";"RemGrad";"1";"Volunteer";"NotSoon";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"0";"YesTrad";"Fine";"LocNetBan";"IncAndLearn";"0";"Must";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;-1;0;0;0;0;0;0;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;4;0
"Kruus Heikki";"ReducMuch";"1";"0";"Adjust";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"FinInterest";"YesIfOther";"CapIncome";"NoneOfThese";"Keep";"1";"Volunteer";"NotSoon";"YesHumRight";"ResRussian";"Keep";"BanHomeStrg";"0";"YesTrad";"Fine";"LocNetBan";"NoInc";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;0;0;0;0;1;3
"Kuusela Terttu";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"CutBusiness";"SuppWasMstk";"YesIfOther";"CapIncome";"TFHomeSeller";"RemGrad";"0";"Volunteer";"NotSoon";"YesHumRight";"NoRestrict";"Keep";"BanHomeStrg";"1";"0";"TooStrict";"WNetBandAndBuild";"NoInc";"230";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;1;1;1;0;0;0;1;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;17
"Lahde Hanna-Kaisa";"ReducMuch";"1";"0";"Adjust";"Yes";"Keep";"NotAny";"Fifty";"Other";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"Keep";"0";"Select";"Never";"YesHumRight";"ResAllForeign";"Keep";"BanHomeStrg";"1";"YesTrad";"Fine";"WNetBandAndBuild";"IncAndLearn";"290";"Keep";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lahde Leo";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"IncAge";"PricePrior";"RedMilitary";"FinInterest";"YesAlways";"Capital";"HouseHDed";"RemGrad";"1";"Select";"NotSoon";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"0";"YesIfOpt";"Fine";"WNetBan";"Reduce";"230";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;0;1;0;0;0;0;0;1;0;-1;0;0;0;0;1;0;1;0;1;-1;0;1;0;0;0;0;0;1;2;9
"Lahde Marja";"ReducMuch";"1";"0";"Adjust";"NoRecommend";"Keep";"NotAny";"Fifty";"RedMilitary";"FinInterest";"YesIfOther";"Energy";"TFHomeSeller";"Keep";"1";"Select";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"0";"0";"TooStrict";"WNetBandAndBuild";"IncAndLearn";"340";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1;0;0;0;0;0;0;1;5
"Laine Auli";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"0";"Volunteer";"Never";"YesHumRight";"ResRussian";"GrowMod";"BanHomeStrg";"0";"0";"Fine";"WNetBandAndBuild";"NoneOfThese";"290";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"Lansipuro Janne";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByOne";"IncAge";"Keep";"RedMilitary";"Support";"YesAlways";"Energy";"TFHomeSeller";"Remove";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"0";"0";"TooStrict";"WNetBandAndBuild";"NoInc";"0";"Must";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;-1;0;0;0;1;1;1;1;0;0;0;1;10
"Lappalainen Petri";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"1";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"1";"0";"Fine";"LocNetBan";"Reduce";"0";"VoluntCoop";"Keep";29;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;1;-1;0;-1;0;0;-1;0;1;0;-1;-1;0;0;7;4
"Lawson Hellu Latekoe";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"FinInterest";"YesAlways";"Energy";"EmpBenDed";"Keep";"0";"Select";"Never";"YesHumRight";"ResAllForeign";"Keep";"BanHandG";"1";"YesTrad";"TooStrict";"LocNetBan";"NoInc";"0";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;-1;1;1;1;1;1;0;0;0;1;13
"Leka Kaisa";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"0";"YesIfAlt";"TooStrict";"WNetBandAndBuild";"NoInc";"230";"NewCouncil";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Lepisto Anssi";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByOne";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesIfOther";"CapIncome";"UnionFees";"Keep";"1";"Quit";"Never";"YesHumRight";"ResRussian";"Keep";"BanHandG";"0";"YesTrad";"Fine";"WNetBandAndBuild";"IncAndLearn";"230";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;13
"Liikanen Veli";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Keep";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"EmpBenDed";"Remove";"1";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHandG";"1";"YesIfOpt";"TooStrict";"LocNetBan";"NoInc";"170";"Must";"Keep";29;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;1;1;0;0;0;-1;0;0;0;1;1;-1;0;0;0;1;0;-1;1;-1;0;-1;-1;0;1;0;0;-1;0;0;7;8
"Liinamaa Anne";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"RedMilitary";"FinInterest";"YesAlways";"Energy";"NoneOfThese";"RemGrad";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"Keep";"0";"YesIfOpt";"TooStrict";"WNetBandAndBuild";"IncAndLearn";"0";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;2
"Lumela Meri";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"IncSligh";"CutBusiness";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"0";"Select";"NotSoon";"YesHumRight";"NoRestrict";"Keep";"Keep";"1";"YesTrad";"TooStrict";"LocNetBan";"NoInc";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;0;1;0;0;18
"Luostarinen Eija";"ReducMuch";"1";"0";"NoImpact";"Yes";"RaiseByOne";"NotAny";"PricePrior";"RemAllowance";"FinInterest";"YesAlways";"CapIncome";"UnionFees";"Keep";"0";"Select";"NotSoon";"YesHumRight";"ResRussian";"GrowMod";"BanHandG";"1";"YesIfOpt";"Fine";"LocNetBan";"IncAndLearn";"290";"Must";"MoreEq";29;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;1;-1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;5
"Lustig Helena";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"PricePrior";"Other";"FinInterest";"YesAlways";"CapIncome";"NoneOfThese";"Keep";"0";"Keep";"NotSoon";"YesHumRight";"ResRussian";"GrowMod";"BanHomeStrg";"1";"YesTrad";"Fine";"WNetBan";"IncAndLearn";"290";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;1;1;1;1;1;-1;0;0;0;-1;-1;1;-1;-1;-1;-1;-1;0;0;0;0;1;1;1;0;1;0;-1;-1;-1;0;11;10
"Makela Mikko";"ReducSlight";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"Fifty";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"NoneOfThese";"RemGrad";"0";"Volunteer";"Never";"YesHumRight";"NoRestrict";"Keep";"BanHomeStrg";"0";"YesIfOpt";"TooStrict";"LocNetBan";"NoInc";"0";"Must";"LessEq";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;1;0;0;0;0;0;0;0;0;-1;0;-1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;5
"Makinen Tuija";"ReducMuch";"1";"0";"NoImpact";"Yes";"Keep";"NotAny";"PricePrior";"RedMilitary";"FinInterest";"YesAlways";"CapIncome";"TFHomeSeller";"RemGrad";"0";"Volunteer";"NotSoon";"YesHumRight";"NoRestrict";"Keep";"BanHomeStrg";"1";"YesIfOpt";"TooStrict";"WNetBan";"IncAndLearn";"170";"VoluntCoop";"Keep";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
