"ID";"ElectDistrict";"Party";"Age";"Gender";"Independent";"Region";"EduLvl";"RegElected";"MP";"EuroMP"
"Rantanen Ritva";"Finland Proper";"KD";NA;"F";0;"W-Finland";5;0;0;0
"Rasanen Paivi";"Tavastia";"KD";51;"F";0;"Tavastia Proper";6;1;1;0
"Rauhala Leena";"Pirkanmaa";"KD";69;"F";0;"Pirkanmaa";6;1;1;0
"Rawstorne Meri";"Finland Proper";"KD";40;"F";0;"W-Finland";6;1;0;0
"Reijonen Minna";"N-Savonia";"KD";38;"F";1;"N-Savonia";5;1;0;0
"Riikonen Jere";"Uusimaa";"KD";36;"M";0;NA;0;0;0;0
"Riikonen Teuvo V.";"S-Savonia";"KD";50;"M";0;"S-Savonia";6;1;0;0
"Roininen Ilkka";"N-Savonia";"KD";NA;"M";0;"N-Savonia";3;1;0;0
"Roth Marco";"Pirkanmaa";"KD";39;"M";0;"Pirkanmaa";6;1;0;0
"Roysko Heini";"Helsinki";"KD";35;"F";0;"Uusimaa";6;0;0;0
"Ruokonen Saara";"Uusimaa";"KD";60;"F";0;"Uusimaa";6;0;0;0
"Ruotsala Aki";"Vaasa";"KD";26;"M";0;"S-Ostrobothnia";5;1;0;0
"Ryhanen Paivi";"C-Finland";"KD";47;"F";0;"C-Finland";4;0;0;0
"Salmela Joel";"Vaasa";"KD";25;"M";0;"N-Ostrobothnia";0;0;0;0
"Salo Mauri";"Vaasa";"KD";58;"M";0;"N-Ostrobothnia";1;1;0;0
"Salomaki Markus";"Kymi";"KD";33;"M";0;"Kymenlaakso";3;0;0;0
"Salonen Satu";"Finland Proper";"KD";43;"F";0;"W-Finland";6;0;0;0
"Sarenius-Salmenkivi Erja";"Uusimaa";"KD";53;"F";0;"Uusimaa";4;1;0;0
"Sarpola Arja";"Uusimaa";"KD";NA;"F";0;"Uusimaa";5;0;0;0
"Schrey Matti";"Finland Proper";"KD";47;"M";0;"W-Finland";6;1;0;0
"Shelby Jaana";"Finland Proper";"KD";51;"F";0;"W-Finland";3;1;0;0
"Siikstrom Unto";"N-Savonia";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Silvander Iiro";"Uusimaa";"KD";38;"M";0;"Uusimaa";6;1;0;0
"Simila Kai";"Oulu";"KD";48;"M";0;"N-Ostrobothnia";6;1;0;0
"Sinivuori Timo";"Tavastia";"KD";43;"M";0;"Tavastia Proper";7;1;0;0
"Sipila Satu";"Pirkanmaa";"KD";NA;"F";0;"Pirkanmaa";5;1;0;0
"Sipinen Raija";"C-Finland";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Snellman Mia";"Helsinki";"KD";54;"F";0;"Uusimaa";6;0;0;0
"Soininen Piia";"C-Finland";"KD";34;"F";0;"C-Finland";6;1;0;0
"Soitu Kermen";"Helsinki";"KD";46;"F";0;"Uusimaa";6;0;0;0
"Sterling Sergei";"Kymi";"KD";42;"M";0;"Kymenlaakso";4;0;0;0
"Suikkanen Sirpa";"N-Karelia";"KD";47;"F";0;"N-Karelia";4;1;0;0
"Syrjanen Aino";"N-Savonia";"KD";27;"F";0;"N-Savonia";6;0;0;0
"Takala Pasi";"Pirkanmaa";"KD";61;"M";1;"Pirkanmaa";6;0;0;0
"Tallqvist Tarja";"Uusimaa";"KD";67;"F";0;"Uusimaa";5;1;1;0
"Tast Leif";"Vaasa";"KD";44;"M";0;"S-Ostrobothnia";6;1;0;0
"Tauriainen Markku";"Oulu";"KD";49;"M";0;"N-Ostrobothnia";3;0;0;0
"Tohni Aliisa";"Vaasa";"KD";56;"F";0;"S-Ostrobothnia";5;0;0;0
"Tulonen Jari";"Finland Proper";"KD";46;"M";0;"W-Finland";5;0;0;0
"Turkia Juha";"Kymi";"KD";52;"M";0;"S-Karelia";4;1;0;0
"Vainila Johanna";"Satakunta";"KD";26;"F";0;"Satakunta";0;0;0;0
"Vallittu Pertti";"Finland Proper";"KD";51;"M";0;"W-Finland";3;0;0;0
"Vepsalainen Kristian";"N-Karelia";"KD";NA;NA;NA;NA;NA;NA;NA;NA
"Vihanto Markku";"Oulu";"KD";67;"M";0;"Kainuu";5;0;0;0
"Visakorpi Marika";"C-Finland";"KD";41;"F";0;"C-Finland";6;1;0;0
"Vuorinen Markku";"Helsinki";"KD";62;"M";1;"Uusimaa";3;1;0;0
"Vuorinen Tuulikki";"Helsinki";"KD";46;"F";1;"Uusimaa";6;0;0;0
"Warvas Sirkka";"Uusimaa";"KD";110;"F";0;"Uusimaa";5;0;0;0
"Ylihaveri Johanna";"Pirkanmaa";"KD";42;"F";0;"Pirkanmaa";5;1;0;0
"Czitrom Belá";"Finland Proper";"SEN";59;"M";0;"W-Finland";6;0;0;0
"Dufva Aili";"C-Finland";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Eerola Aila";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Ehrola Outi";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Eklund Tor";"Helsinki";"SEN";71;"M";0;"E-Uusimaa";4;0;0;0
"Flink Raimo";"Pirkanmaa";"SEN";70;"M";0;"Pirkanmaa";4;0;0;0
"From Nina";"Helsinki";"SEN";44;"F";0;"Uusimaa";4;0;0;0
"Hakkarainen Raimo";"Tavastia";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Hakkinen Tapio";"Vaasa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Haronoja Mauno";"Helsinki";"SEN";69;"M";0;"Uusimaa";4;0;0;0
"Hirvonen Sini";"Vaasa";"SEN";55;"F";0;"S-Ostrobothnia";4;0;0;0
"Holsa Matti";"Helsinki";"SEN";66;"M";0;"Uusimaa";6;0;0;0
"Holsa Sinikka";"Helsinki";"SEN";66;"F";0;"Uusimaa";6;0;0;0
"Jyrkiainen Tiia";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Kanervo Terttu";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Karlsson Arja";"Tavastia";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Kauppila Reijo";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Kauranen Heikki";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Koivistoinen Anja";"C-Finland";"SEN";65;"F";0;"C-Finland";3;0;0;0
"Kolkka Erkki";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Koskela Mauri";"C-Finland";"SEN";57;"M";0;"C-Finland";5;1;0;0
"Kovanen Jarmo";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Kuisma Kaarina";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Lahtinen Leena";"Helsinki";"SEN";63;"F";0;"Uusimaa";5;0;0;0
"Lehtinen Merja";"Helsinki";"SEN";62;"F";0;"Uusimaa";5;0;0;0
"Maijala Heikki";"C-Finland";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Martikainen Martti";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Mikkonen Urmas";"Finland Proper";"SEN";70;"M";0;"W-Finland";4;0;0;0
"Myllymaki Eija";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Narvanen Paavo";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Nelimarkka Kaarlo";"Vaasa";"SEN";69;"M";0;"Ostrobothnia";5;0;0;0
"Nieminen Timo";"Tavastia";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Ruuskanen Mauno";"C-Finland";"SEN";60;"M";0;NA;5;0;0;0
"Salminen Reijo";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Salo Seppo";"Helsinki";"SEN";61;"M";0;"Uusimaa";6;0;0;0
"Savola Arja";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Silván Heikki";"Helsinki";"SEN";66;"M";0;"Uusimaa";4;0;0;0
"Strandman Pentti";"C-Finland";"SEN";66;"M";0;"C-Finland";4;0;0;0
"Takasalo Ene";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Tikkanen Aulikki";"C-Finland";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Toivio Anja";"Pirkanmaa";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Viiru Kunto";"Pirkanmaa";"SEN";68;"M";1;"Kainuu";4;0;0;0
"Vuorela Pekka";"C-Finland";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Vuori Markku";"Tavastia";"SEN";NA;NA;NA;NA;NA;NA;NA;NA
"Ahonen Jussi-Pekka";"Pirkanmaa";"SDP";29;"M";0;"Pirkanmaa";5;1;0;0
"Aitonurmi Jouko";"Satakunta";"SDP";47;"M";0;"Satakunta";3;1;0;0
"Alatalo Juuso";"Finland Proper";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"al Chibib Ahmed";"Finland Proper";"SDP";25;"M";0;"W-Finland";4;0;0;0
"Almqvist Fredrik";"Uusimaa";"SDP";65;"M";0;"Uusimaa";6;1;0;0
"Asell Marko";"Pirkanmaa";"SDP";40;"M";0;"Pirkanmaa";5;1;1;0
"Backman Jouni";"S-Savonia";"SDP";52;"M";0;"S-Savonia";3;1;0;0
"Barlund Kaj";"Uusimaa";"SDP";65;"M";0;"Uusimaa";6;1;0;0
"Bryggare Arto";"Helsinki";"SDP";52;"M";0;"Uusimaa";5;1;0;0
"Eklund Tarja";"Uusimaa";"SDP";54;"F";0;"Uusimaa";2;0;0;0
"Elo Piia";"Finland Proper";"SDP";33;"F";0;"W-Finland";6;1;0;0
"Eloranta Eeva-Johanna";"Finland Proper";"SDP";45;"F";0;"W-Finland";6;1;0;0
"Feldt-Ranta Maarit";"Uusimaa";"SDP";42;"F";0;"Uusimaa";3;1;1;0
"Filatov Tarja";"Tavastia";"SDP";47;"F";0;"Tavastia Proper";0;1;1;0
"Frostdahl Steven";"Vaasa";"SDP";37;"M";0;"Ostrobothnia";6;1;0;0
"Gustafsson Jukka";"Pirkanmaa";"SDP";64;"M";0;"Pirkanmaa";6;1;1;0
"Guzenina-Richardson Maria";"Uusimaa";"SDP";42;"F";0;NA;0;1;1;0
"Haakana Marko";"N-Karelia";"SDP";43;"M";0;"N-Karelia";5;1;0;0
"Haapalainen Susanna";"Helsinki";"SDP";21;"F";0;"Uusimaa";3;0;0;0
"Haapaniemi Jarmo";"Oulu";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Haggblom Kari";"Vaasa";"SDP";54;"M";0;"N-Ostrobothnia";3;1;0;0
"Hahtala Mia";"N-Savonia";"SDP";38;"F";0;"N-Savonia";6;1;0;0
"Halonen Hilkka";"Lapland";"SDP";51;"F";0;"Lapland";5;0;0;0
"Halonen Sari";"Oulu";"SDP";44;"F";0;"N-Ostrobothnia";7;0;0;0
"Hamalainen Mari";"N-Karelia";"SDP";40;"F";0;"N-Karelia";6;1;0;0
"Harinen Ari";"Uusimaa";"SDP";51;"M";0;"Uusimaa";4;1;0;0
"Harjanne Tapio";"Satakunta";"SDP";59;"M";0;"Satakunta";4;0;0;0
"Harju Markku";"Lapland";"SDP";62;"M";0;"Lapland";6;1;0;0
"Harjumaaskola Jarkko";"Kymi";"SDP";42;"M";0;"Kymenlaakso";3;1;0;0
"Harkala Jari";"N-Savonia";"SDP";49;"M";0;"N-Savonia";0;0;0;0
"Hartikainen Pentti";"N-Karelia";"SDP";48;"M";0;"N-Karelia";2;0;0;0
"Hartonen-Pulkka Tanja";"S-Savonia";"SDP";40;"F";0;"S-Savonia";4;1;0;0
"Havasto Tapio";"Helsinki";"SDP";58;"M";0;"Uusimaa";2;0;0;0
"Haverinen Timo";"N-Savonia";"SDP";46;"M";0;"N-Savonia";2;0;0;0
"Heikkila Nina";"Pirkanmaa";"SDP";39;"F";0;"Pirkanmaa";5;0;0;0
"Heinaluoma Eero";"Helsinki";"SDP";55;"M";0;NA;0;1;1;0
"Heiskanen Miikka-Aukusti";"Oulu";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Helminen Harri";"Kymi";"SDP";55;"M";0;"Kymenlaakso";2;1;0;0
"Hilden Satu-Maarit";"Finland Proper";"SDP";43;"F";0;"W-Finland";4;1;0;0
"Hilden Sirkku";"Tavastia";"SDP";34;"F";0;"Paijat-Hame";5;1;0;0
"Hiltunen Mikael";"Finland Proper";"SDP";27;"M";0;"W-Finland";6;0;0;0
"Hiltunen Rakel";"Helsinki";"SDP";70;"F";0;"Uusimaa";3;1;1;0
"Hirvonen Teemu";"S-Savonia";"SDP";26;"M";0;"S-Savonia";0;1;0;0
"Hokka Mervi";"S-Savonia";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Holsa Ari";"S-Savonia";"SDP";44;"M";0;"S-Savonia";3;0;0;0
"Huhtala Jarmo";"Lapland";"SDP";48;"M";0;"Lapland";6;1;0;0
"Huhtamella Valtteri";"Lapland";"SDP";50;"M";0;"Lapland";4;1;0;0
"Huovinen Susanna";"C-Finland";"SDP";38;"F";0;"C-Finland";6;0;1;0
"Hynynen Vesa";"N-Savonia";"SDP";51;"M";0;"N-Savonia";3;1;0;0
"Ihalainen Lauri";"Uusimaa";"SDP";63;"M";0;"Uusimaa";3;0;0;0
"Iljin Harri";"Kymi";"SDP";46;"M";0;"S-Karelia";4;1;0;0
"Jamsanen Mikael";"Uusimaa";"SDP";33;"M";0;"Uusimaa";3;0;0;0
"Jarvi Risto";"Vaasa";"SDP";43;"M";0;"N-Ostrobothnia";2;0;0;0
"Jarvinen Jere";"Finland Proper";"SDP";38;"M";0;"W-Finland";4;1;0;0
"Jarvinen Jukka";"Helsinki";"SDP";46;"M";0;"Uusimaa";5;1;0;0
"Jarvinen Pekka";"Pirkanmaa";"SDP";62;"M";0;"Pirkanmaa";3;1;0;0
"Jungner Mikael";"Uusimaa";"SDP";45;"M";0;"Uusimaa";7;0;0;0
"Jurmu Jaana";"Oulu";"SDP";38;"F";0;"N-Ostrobothnia";4;1;0;0
"Jurmu Jorma";"Lapland";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Juurakko Joanna";"Vaasa";"SDP";33;"F";0;"S-Ostrobothnia";5;1;0;0
"Juuti Asko";"C-Finland";"SDP";46;"M";0;"C-Finland";4;1;0;0
"Kahara Sirkka-Liisa";"Uusimaa";"SDP";46;"F";0;"Uusimaa";5;1;0;0
"Kalmari Leena";"C-Finland";"SDP";49;"F";0;"C-Finland";2;1;0;0
"Kantola Ilkka";"Finland Proper";"SDP";54;"M";0;"W-Finland";7;1;1;0
"Kantola Tarja";"Helsinki";"SDP";54;"F";0;NA;0;0;0;0
"Karhu Saara";"Pirkanmaa";"SDP";53;"F";0;"Pirkanmaa";4;0;1;0
"Kari Mika";"Tavastia";"SDP";43;"M";0;"Paijat-Hame";5;1;0;0
"Karjalainen Anne";"Uusimaa";"SDP";40;"F";0;"Uusimaa";6;1;0;0
"Karna Jukka";"Kymi";"SDP";55;"M";0;"S-Karelia";3;0;0;0
"Karttunen Pasi";"Uusimaa";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Kekkonen Sonja";"C-Finland";"SDP";26;"F";0;"C-Finland";5;1;0;0
"Kiemunki Iisakki";"Tavastia";"SDP";33;"M";0;"Tavastia Proper";6;1;0;0
"Kiiskinen Arja";"N-Karelia";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Kiiskinen Kari";"C-Finland";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Kiljander Markku";"N-Savonia";"SDP";54;"M";0;"N-Savonia";3;1;0;0
"Kiljunen Anneli";"Kymi";"SDP";53;"F";0;"S-Karelia";5;1;1;0
"Kiljunen Kimmo";"Uusimaa";"SDP";59;"M";0;"Uusimaa";7;1;1;0
"Kiuru Krista";"Satakunta";"SDP";36;"F";0;"Satakunta";6;1;1;0
"Koivisto Antti";"Kymi";"SDP";33;"M";0;"Kymenlaakso";5;1;0;0
"Koivisto Arto";"Pirkanmaa";"SDP";39;"M";0;"Pirkanmaa";6;1;0;0
"Kontio Timo";"Helsinki";"SDP";28;"M";0;"Uusimaa";5;0;0;0
"Korte Niko";"N-Savonia";"SDP";24;"M";0;"N-Savonia";6;1;0;0
"Koskela Jaakko";"Vaasa";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Koskela Satu";"Tavastia";"SDP";NA;"F";0;"Tavastia Proper";6;1;0;0
"Koskinen Johannes";"Tavastia";"SDP";56;"M";0;"Tavastia Proper";6;1;1;0
"Kosloff Johanna";"N-Savonia";"SDP";48;"F";0;"N-Savonia";3;0;0;0
"Kossila Paivi";"Kymi";"SDP";50;"F";0;"Kymenlaakso";4;1;0;0
"Kuisma Risto";"Uusimaa";"SDP";64;"M";0;"Uusimaa";6;1;1;0
"Kulmala Anni";"Satakunta";"SDP";29;"F";0;"Satakunta";6;1;0;0
"Kumpula-Natri Miapetra";"Vaasa";"SDP";38;"F";0;"Ostrobothnia";5;1;1;0
"Kuntsi Hanna";"Uusimaa";"SDP";34;"F";0;"Uusimaa";4;1;0;0
"Kuortti Markku";"Lapland";"SDP";54;"M";0;"Lapland";6;1;0;0
"Kuusela Pirkko";"Uusimaa";"SDP";51;"F";0;"Uusimaa";4;0;0;0
"Kuusisto Merja";"Uusimaa";"SDP";56;"F";0;"Uusimaa";4;1;1;0
"Kuusisto Raija";"Vaasa";"SDP";60;"F";0;"S-Ostrobothnia";4;1;0;0
"Kylen Henri";"Oulu";"SDP";23;"M";0;"N-Ostrobothnia";5;1;0;0
"Kymalainen Suna";"Kymi";"SDP";34;"F";0;"S-Karelia";5;1;0;0
"Laakso Tapio";"Uusimaa";"SDP";47;"M";0;"Uusimaa";4;1;0;0
"Laine Hanna";"Pirkanmaa";"SDP";39;"F";0;"Pirkanmaa";3;1;0;0
"Laine Raimo";"Kymi";"SDP";58;"M";0;"Kymenlaakso";3;1;0;0
"Lampinen Perttu";"N-Savonia";"SDP";36;"M";0;"N-Savonia";5;1;0;0
"Lattu Antero";"Kymi";"SDP";57;"M";0;"S-Karelia";5;1;0;0
"Laulainen Arja";"Satakunta";"SDP";45;"F";0;"Satakunta";6;1;0;0
"Laulumaa Janne";"Finland Proper";"SDP";34;"M";0;"W-Finland";3;1;0;0
"Lauttamus Ulla";"C-Finland";"SDP";55;"F";0;"C-Finland";6;1;0;0
"Lehtinen Seppo";"Finland Proper";"SDP";61;"M";0;"W-Finland";4;1;0;0
"Lehto Seppo";"Uusimaa";"SDP";58;"M";0;"Uusimaa";3;0;0;0
"Lehtonen Harri";"Satakunta";"SDP";47;"M";0;"Satakunta";6;1;0;0
"Leino Petra";"Pirkanmaa";"SDP";32;"F";0;"Pirkanmaa";5;0;0;0
"Lempinen Kari";"Tavastia";"SDP";51;"M";0;"Paijat-Hame";2;0;0;0
"Lepisto Joonas";"Pirkanmaa";"SDP";29;"M";0;"Pirkanmaa";6;1;0;0
"Liikkanen Antti";"Lapland";"SDP";64;"M";0;"Lapland";6;1;0;0
"Lindroos Kai";"Pirkanmaa";"SDP";51;"M";0;"Pirkanmaa";3;1;0;0
"Lindtman Antti";"Uusimaa";"SDP";28;"M";0;"Uusimaa";3;1;0;0
"Lintonen Minna";"Tavastia";"SDP";48;"F";0;"Tavastia Proper";6;1;0;0
"Lipponen Paivi";"Helsinki";"SDP";43;"F";0;"Uusimaa";6;1;1;0
"Loven Jape";"Helsinki";"SDP";37;"M";0;"Uusimaa";2;0;0;0
"Maaskola Mika";"Finland Proper";"SDP";44;"M";0;"W-Finland";3;1;0;0
"Maatta Joni";"Lapland";"SDP";26;"M";0;"Lapland";6;1;0;0
"Makinen Riitta";"C-Finland";"SDP";31;"F";0;"C-Finland";6;1;0;0
"Makisalo-Ropponen Merja";"N-Karelia";"SDP";52;"F";0;"N-Karelia";7;1;0;0
"Makitalo Jari";"Satakunta";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Makynen Matias";"Vaasa";"SDP";20;"M";0;"Ostrobothnia";3;0;0;0
"Manni Juha";"C-Finland";"SDP";31;"M";0;"C-Finland";3;1;0;0
"Mannikko Jari";"Oulu";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Marin Sanna";"Pirkanmaa";"SDP";25;"F";0;"Pirkanmaa";0;0;0;0
"Marsyla Raimo";"Vaasa";"SDP";58;"M";0;"Ostrobothnia";1;1;0;0
"Martiskin Jouni";"N-Karelia";"SDP";45;"M";0;"N-Karelia";4;1;0;0
"Massinen Marko";"Uusimaa";"SDP";30;"M";0;"Uusimaa";3;0;0;0
"Matintupa Jukka-Pekka";"Vaasa";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Mattinen Aila-Anneli";"Vaasa";"SDP";48;"F";0;NA;0;1;0;0
"Melville Tony";"C-Finland";"SDP";58;"M";0;"C-Finland";6;0;0;0
"Merikallio Juhani";"Satakunta";"SDP";64;"M";0;"Satakunta";6;1;0;0
"Mikkonen Anna-Kristiina";"S-Savonia";"SDP";26;"F";0;"S-Savonia";6;1;0;0
"Muyingo Jesca";"Uusimaa";"SDP";35;"F";0;"Uusimaa";6;0;0;0
"Myller Riitta";"N-Karelia";"SDP";54;"F";0;"N-Karelia";6;1;0;0
"Myllymaki Lea";"Finland Proper";"SDP";48;"F";0;"W-Finland";5;1;0;0
"Nahkuri Miia";"Tavastia";"SDP";24;"F";0;"Tavastia Proper";5;1;0;0
"Nevaranta Timo";"Kymi";"SDP";23;"M";0;"Kymenlaakso";6;0;0;0
"Niemi Matti";"Helsinki";"SDP";23;"M";0;"Uusimaa";5;0;0;0
"Niemi-Saari Mari";"Uusimaa";"SDP";34;"F";0;"Uusimaa";3;1;0;0
"Niittynen Ville";"Satakunta";"SDP";39;"M";0;"Satakunta";6;0;0;0
"Nikulainen Kari";"Oulu";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Nuolikoski Pirjo";"Vaasa";"SDP";46;"F";0;"S-Ostrobothnia";4;0;0;0
"Ojala-Niemela Johanna";"Lapland";"SDP";36;"F";0;"Lapland";6;1;1;0
"Oksman Johanna";"Lapland";"SDP";54;"F";0;"Lapland";4;1;0;0
"Olin Kalevi";"C-Finland";"SDP";65;"M";0;"C-Finland";7;1;0;0
"Paananen Reijo";"Helsinki";"SDP";46;"M";0;"Uusimaa";0;0;0;0
"Paasio Heli";"Finland Proper";"SDP";38;"F";0;"W-Finland";6;0;1;0
"Paatero Sirpa";"Kymi";"SDP";46;"F";0;"Kymenlaakso";4;1;1;0
"Paavolainen Sara";"Helsinki";"SDP";51;"F";0;"Uusimaa";6;1;0;0
"Pahlman Irma";"Uusimaa";"SDP";53;"F";0;"Uusimaa";6;1;0;0
"Pajamaki Osku";"Helsinki";"SDP";40;"M";0;"Uusimaa";6;1;0;0
"Parkkinen Sanna";"N-Karelia";"SDP";35;"F";0;"N-Karelia";6;1;0;0
"Parkkonen Kari";"C-Finland";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Partanen Tiina";"Oulu";"SDP";34;"F";0;"N-Ostrobothnia";6;1;0;0
"Patari Taru";"Finland Proper";"SDP";40;"F";0;"W-Finland";6;0;0;0
"Paulorinne Miska";"Pirkanmaa";"SDP";29;"M";0;"Pirkanmaa";6;0;0;0
"Peasley Ashton";"Satakunta";"SDP";33;"M";0;"Satakunta";3;1;0;0
"Peltonen Tuula";"C-Finland";"SDP";48;"F";0;"C-Finland";6;1;1;0
"Petakoski-Hult Tuula";"Pirkanmaa";"SDP";55;"F";0;"Pirkanmaa";6;1;0;0
"Piirainen Raimo";"Oulu";"SDP";58;"M";0;"Kainuu";2;1;1;0
"Pirttijarvi Minna";"Uusimaa";"SDP";44;"F";0;"Uusimaa";4;1;0;0
"Pisto Henna";"N-Savonia";"SDP";33;"F";0;"N-Savonia";5;1;0;0
"Pohjola Tuija";"Oulu";"SDP";56;"F";0;"N-Ostrobothnia";2;1;0;0
"Posti Pekka";"Kymi";"SDP";53;"M";0;"Kymenlaakso";6;1;0;0
"Pulkkinen Jaana";"Uusimaa";"SDP";37;"F";0;"Uusimaa";3;1;0;0
"Raatesalmi-Salonen Terhi";"Uusimaa";"SDP";47;"F";0;"Uusimaa";3;0;0;0
"Rajajarvi Anu";"Uusimaa";"SDP";42;"F";0;"Uusimaa";6;1;0;0
"Rajamaki Kari";"N-Savonia";"SDP";62;"M";0;"N-Savonia";6;1;1;0
"Ramanen Pirjo";"N-Karelia";"SDP";50;"F";0;"N-Karelia";5;0;0;0
"Ramo Hannele";"Tavastia";"SDP";54;"F";0;"Paijat-Hame";4;1;0;0
"Ranjith Kumar Prabhakaran";"Tavastia";"SDP";36;"M";0;"Tavastia Proper";3;1;0;0
"Rantanen Mari";"Uusimaa";"SDP";35;"F";0;"Uusimaa";5;0;0;0
"Rapakko Tommi";"Lapland";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Rauhala Martti";"Lapland";"SDP";54;"M";0;"Lapland";1;0;0;0
"Rautavuori Armi";"N-Karelia";"SDP";NA;"F";0;"N-Karelia";6;0;0;0
"Rautiainen Ritva";"N-Karelia";"SDP";47;"F";0;"N-Karelia";3;1;0;0
"Ravolainen-Rinne Heta";"Uusimaa";"SDP";37;"F";0;"Uusimaa";5;1;0;0
"Razmyar Nasima";"Helsinki";"SDP";NA;"F";0;NA;5;0;0;0
"Roos Merja";"Finland Proper";"SDP";54;"F";0;"W-Finland";3;0;0;0
"Roppanen Neeta";"N-Savonia";"SDP";39;"F";0;"N-Savonia";4;1;0;0
"Ruonala Veijo";"Oulu";"SDP";48;"M";0;"N-Ostrobothnia";3;0;0;0
"Ruoppila Ahti";"C-Finland";"SDP";47;"M";0;"C-Finland";5;0;0;0
"Saarinen Matti";"Uusimaa";"SDP";63;"M";0;"Uusimaa";5;0;1;0
"Sakkinen Risto";"Oulu";"SDP";51;"M";0;"N-Ostrobothnia";0;1;0;0
"Salmela Juhani";"Lapland";"SDP";60;"M";0;NA;6;0;0;0
"Salmi Pekka";"Pirkanmaa";"SDP";36;"M";0;"Pirkanmaa";6;1;0;0
"Salo Alpo";"S-Savonia";"SDP";62;"M";0;"S-Savonia";5;1;0;0
"Salo Maija";"Finland Proper";"SDP";45;"F";0;"W-Finland";4;0;0;0
"Salonen Kristiina";"Satakunta";"SDP";33;"F";0;"Satakunta";4;1;0;0
"Savikuja Tero";"Lapland";"SDP";30;"M";0;"Lapland";3;0;0;0
"Savolainen Kim";"Uusimaa";"SDP";40;"M";0;"Uusimaa";2;1;0;0
"Seila Heikki";"S-Savonia";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Seppala Arto";"S-Savonia";"SDP";56;"M";0;"S-Savonia";3;1;0;0
"Sevander Tomi";"Helsinki";"SDP";39;"M";0;NA;0;1;0;0
"Sirnio Ilpo";"Pirkanmaa";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Sirvio Pirjo";"Oulu";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Skinnari Jouko";"Tavastia";"SDP";64;"M";0;"Paijat-Hame";6;1;1;0
"Sodhi Ranbir";"Uusimaa";"SDP";47;"M";0;"Uusimaa";6;1;0;0
"Sokka Irja";"N-Savonia";"SDP";56;"F";0;"N-Savonia";6;1;0;0
"Stenberg Eija";"S-Savonia";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Suhonen Timo";"N-Savonia";"SDP";36;"M";0;"N-Savonia";3;1;0;0
"Syrjalainen Soile";"N-Karelia";"SDP";NA;NA;NA;NA;NA;NA;NA;NA
"Taavitsainen Ninni";"Kymi";"SDP";27;"F";0;"Kymenlaakso";3;1;0;0
